filepath,scheduled_date,caption,platform,status
/Users/neilpendyala/Downloads/autoTikToks/video_posting/clips/clip_RywoFvefNOE_00:00:00_160_00:01:20_000_cropped.mp4,2025-06-20 20:00,some caption,tiktok,pending
